,kmeans6,Year,Median,BN
0,0,1950,19.134210368421055,6.685052631578948
1,0,1955,18.736842105263158,6.761526315789474
2,0,1960,18.213157815789476,6.83571052631579
3,0,1965,17.502631368421053,6.830078947368421
4,0,1970,17.207894605263157,6.690473684210526
5,0,1975,17.21315789473684,6.487157894736842
6,0,1980,17.365789499999998,6.252263157894737
7,0,1985,17.621052631578948,5.813315789473684
8,0,1990,18.021052710526316,5.172657894736842
9,0,1995,18.594736842105263,4.4906578947368425
10,0,2000,19.457894736842103,3.876973684210526
11,0,2005,20.744736736842103,3.4764210526315784
12,0,2010,22.171052657894737,3.2346315789473685
13,0,2015,23.513158,3.015421052631579
14,0,2020,24.902631605263156,2.805947368421053
15,1,1950,26.99354829032258,3.1529032258064515
16,1,1955,27.38064529032258,3.170709677419355
17,1,1960,27.622580612903224,3.059741935483871
18,1,1965,27.925806580645162,2.802774193548387
19,1,1970,28.64516106451613,2.552709677419355
20,1,1975,29.177419290322582,2.3621612903225806
21,1,1980,30.09354816129032,2.1858064516129034
22,1,1985,31.187096677419355,2.0786774193548387
23,1,1990,32.49999983870968,1.9508709677419356
24,1,1995,33.903225709677415,1.7536774193548386
25,1,2000,35.3612904516129,1.6080645161290323
26,1,2005,36.78064480645161,1.6253870967741935
27,1,2010,38.07741919354839,1.6743225806451612
28,1,2015,39.380645290322576,1.6519032258064517
29,1,2020,40.69354848387097,1.6345806451612903
30,2,1950,20.67037046296296,6.017759259259259
31,2,1955,20.199999925925926,6.204148148148148
32,2,1960,19.4185185,6.322611111111111
33,2,1965,18.490740777777777,6.164
34,2,1970,18.25000024074074,5.697870370370371
35,2,1975,18.79074062962963,5.070777777777778
36,2,1980,19.781481444444445,4.475759259259259
37,2,1985,20.8537037037037,4.0083518518518515
38,2,1990,21.838888925925925,3.524648148148148
39,2,1995,22.983333296296294,3.050314814814815
40,2,2000,24.307407259259257,2.6771481481481483
41,2,2005,25.73518511111111,2.439314814814815
42,2,2010,27.36666659259259,2.339425925925926
43,2,2015,28.97222212962963,2.271388888888889
44,2,2020,30.574074185185186,2.1704814814814815
45,3,1950,21.372413896551723,5.097413793103448
46,3,1955,20.951724103448278,5.083482758620689
47,3,1960,20.372413827586204,4.962413793103448
48,3,1965,19.882758689655173,4.5136551724137925
49,3,1970,20.375862068965517,3.8260344827586206
50,3,1975,21.403448206896552,3.0929310344827585
51,3,1980,23.337931137931033,2.5599999999999996
52,3,1985,25.11379268965517,2.3626896551724137
53,3,1990,27.096551551724136,2.1876206896551724
54,3,1995,29.299999931034485,1.9704827586206897
55,3,2000,31.472413551724138,1.808758620689655
56,3,2005,33.40344872413793,1.761551724137931
57,3,2010,35.41379358620689,1.7663793103448275
58,3,2015,37.237931103448275,1.7401724137931036
59,3,2020,38.90000006896551,1.7013448275862069
60,4,1950,19.9139999,6.545839999999999
61,4,1955,19.45600004,6.57094
62,4,1960,19.022000000000002,6.669059999999999
63,4,1965,18.48800008,6.791399999999999
64,4,1970,18.0260001,6.88316
65,4,1975,17.616,6.92916
66,4,1980,17.30799992,6.90674
67,4,1985,17.028,6.788819999999999
68,4,1990,16.93399988,6.540800000000001
69,4,1995,17.116000059999998,6.23378
70,4,2000,17.21000002,5.94486
71,4,2005,17.503999880000002,5.643479999999999
72,4,2010,17.82999998,5.2927
73,4,2015,18.20999994,4.897320000000001
74,4,2020,18.78600002,4.51422
75,5,1950,32.3550002,2.3758
76,5,1955,32.61499995,2.3708
77,5,1960,33.364999999999995,2.4315
78,5,1965,33.554999550000005,2.39725
79,5,1970,33.5700001,2.17595
80,5,1975,33.7250005,1.92055
81,5,1980,34.294999849999996,1.7567
82,5,1985,35.2449996,1.72505
83,5,1990,36.0950001,1.6887
84,5,1995,37.090000450000005,1.5587
85,5,2000,38.37500025,1.47995
86,5,2005,39.7199996,1.56195
87,5,2010,40.85,1.6324
88,5,2015,41.94500035,1.6166
89,5,2020,42.95000025,1.6220500000000002
